eq_id,type,latex,latex_hash,source_file,context,easy,standard,academic,theology_side,shared_structure,conceptual_meaning,audio_safe,difficulty,law_reference,paper_ref,needs_review
EQ-167,display_math,\Box\chi - m_\chi^2\chi - \lambda\chi^3 + \xi\kappa_0\chi R = 0,ef58a81641c1a0fbaeec2ee90f0c59cc3643443dd9310ab7bad89122ee75c6dd,consciousness-grace-source-term,ial_\nu\chi - V(\chi) + \mathcal{L}_{\text{matter}} \right]$$ with field equation: $$\Box\chi - m_\chi^2\chi - \lambda\chi^3 + \xi\kappa_0\chi R = 0$$,,,,,,,,,,,True
EQ-168,display_math,"S = S_\chi[\text{closed}] + S_{\text{source}} = S_\chi[\text{closed}] + \int d^4x \sqrt{-g}\, J(x)\,\chi(x)",67ebdc09b341048e2651f34729ae325a923303fcacbde5669f85c40505d80cfe,consciousness-grace-source-term,gos field) into the physical domain. The corresponding action acquires a source coupling: $$S = S_\chi[\text{closed}] + S_{\text{source}} = S_\chi[\te,,,,,,,,,,,True
EQ-169,display_math,\dot{\chi} + H\chi = -\alpha S(t) + \beta\sum_i \mathcal{F}_i,0a04de993157f99820a3a921367bf8a83d231e8fd368d2121774246f920762ae,consciousness-grace-source-term,"mb-1"">R4. Cosmological Limit In the FRW background with homogeneous &chi;(t), the field equation must reduce to the LLC: $$\dot{\chi} + H\chi = -\alph",,,,,,,,,,,True
EQ-170,display_math,"G_{\mu\nu} + \mathcal{G}(t, \Psi_{\text{collective}}) \cdot g_{\mu\nu} = \frac{8\pi G}{c^4} T_{\mu\nu}",38cf125d00685a6112ee54eba7296a04de2b91d5286b1d36dbe985773ca68116,consciousness-grace-source-term,"quation, \(J_{\text{grace}}\) must produce the Grace Function \(\mathcal{G}(t, \Psi_{\text{collective}})\) that replaces &Lambda; as the dynamical dar",,,,,,,,,,,True
EQ-171,display_math,J_{\text{grace}}(x) = \frac{\beta_G \cdot \Phi(x)}{S_{\text{local}}(x) + \varepsilon} \cdot f_{\text{reg}}(\chi),c87ca27327c2435ef5da9b03401a2dab0a86c3c2f16f6ad1cd028980f3e13b0c,consciousness-grace-source-term,erm satisfying all five requirements: MINIMAL GRACE SOURCE TERM $$J_{\text{grace}}(x) = \frac{\beta_G \cdot \Phi(x)}{S_{\text{local}}(x) + \varepsilon,,,,,,,,,,,True
EQ-172,display_math,"f_{\text{reg}}(\chi) = \chi_{\text{max}} - \chi \quad \text{for } \chi < \chi_{\text{max}}, \quad 0 \text{ otherwise}",393a73a22e0caba15945c38800bb447152a2a1eb6f0d4f101c758b8c0f9df3c6,consciousness-grace-source-term,"b-4 mt-12"">2.4 &mdash; The Self-Regulation Function The crucial piece preventing runaway: $$f_{\text{reg}}(\chi) = \chi_{\text{max}} - \chi \quad \tex",,,,,,,,,,,True
EQ-173,display_math,J_{\text{Logos}} = \frac{\kappa_L \cdot G \cdot C \cdot R \cdot (F \cdot Q)}{S + \varepsilon},a608356ca12c92951dd2d8a825800f2ba3abdda56e58b490a48619212b5660ee,consciousness-grace-source-term,mdash; The Multi-Component Logos Source Term The convergence paper's full source term is: $$J_{\text{Logos}} = \frac{\kappa_L \cdot G \cdot C \cdot R,,,,,,,,,,,True
EQ-174,display_math,\Box\chi = -\ddot{\chi} - 3H\dot{\chi},16b330b9b781de87308de27e653e79f053fb37880b35cde2f5dea043b6c853e5,consciousness-grace-source-term,"g text-gray-300 leading-relaxed mb-4"">In the FRW background with scale factor a(t), the &chi; field is homogeneous: &chi; = &chi;(t). The d'Alembertia",,,,,,,,,,,True
EQ-175,display_math,\ddot{\chi} + 3H\dot{\chi} + m_\chi^2\chi + \lambda\chi^3 - 6\xi\kappa_0\chi(\dot{H} + 2H^2) = J_{\text{grace}}(t),beaad7f76c7359f2e70c5bc1d3cee2d4d7969ee0340ed6e191deaf0bbd0cf5ed,consciousness-grace-source-term,"-lg text-gray-300 leading-relaxed mb-4"">where \(H = \dot{a}/a\) is the Hubble parameter. The Ricci scalar is \(R = 6(\dot{H} + 2H^2)\). The field equa",,,,,,,,,,,True
EQ-176,display_math,3H\dot{\chi} + V'_{\text{eff}}(\chi) = J_{\text{grace}}(t),9276e6e7808e979376eeb77e9957b25b8d206653711545d0206c1c0715e0553f,consciousness-grace-source-term,"$ In the slow-roll regime (\(|\ddot{\chi}| \ll 3H|\dot{\chi}|\)), this reduces to: $$3H\dot{\chi} + V'_{\text{eff}}(\chi) = J_{\text{grace}}(t)$$ Divi",,,,,,,,,,,True
EQ-177,display_math,\dot{\chi} = -\frac{V'_{\text{eff}}(\chi)}{3H} + \frac{J_{\text{grace}}(t)}{3H},bad092cc90a4f719726bd2c994fd973a051b63937f7cfd5ca70b9d345161e463,consciousness-grace-source-term,$$3H\dot{\chi} + V'_{\text{eff}}(\chi) = J_{\text{grace}}(t)$$ Dividing by 3H: $$\dot{\chi} = -\frac{V'_{\text{eff}}(\chi)}{3H} + \frac{J_{\text{grace,,,,,,,,,,,True
EQ-178,display_math,\frac{d\chi}{dt} = -\alpha S(t) + \beta\sum_i \mathcal{F}_i,846ddcb971e2bf29eb44db74f0f15751ee98a6b3fc5162c3c375b0d2c4ccde19,consciousness-grace-source-term,where \(\mathcal{F}_i\) are the coherence sources LLC RECOVERY $$\frac{d\chi}{dt} = -\alpha S(t) + \beta\sum_i \mathcal{F}_i$$ This is exactly the Low,,,,,,,,,,,True
EQ-179,display_math,\Lambda_{\text{eff}}(t) = \kappa_0 V(\chi(t)) + \frac{\kappa_0}{2}\dot{\chi}^2 - \xi\kappa_0\chi^2 R_{\text{corrections}},beff56b1bd347dbe19e8892ab8066c05bccfe14b964fe36f5073cacbf6395cb6,consciousness-grace-source-term,"> From the modified Einstein equations (companion paper), the effective cosmological term is: $$\Lambda_{\text{eff}}(t) = \kappa_0 V(\chi(t)) + \frac{",,,,,,,,,,,True
EQ-180,display_math,\mathcal{G}(t) \equiv \Lambda_{\text{eff}}[\chi(t; J_{\text{grace}})],0e97edda840c61d17f51c65861884e154b74b1425d12a06df7a7568ded47ed9b,consciousness-grace-source-term,"&chi; is driven by \(J_{\text{grace}}\), the field evolves dynamically rather than sitting at a fixed VEV. The effective &Lambda; therefore becomes ti",,,,,,,,,,,True
EQ-181,display_math,H^2 = \frac{8\pi G}{3}\rho_{\text{matter}} + \frac{1}{3}\left[\frac{1}{2}\dot{\chi}^2 + V(\chi)\right] + \frac{\xi}{3}\chi^2 H^2,6b617ab4aa048e4b54e86e52598e825e209c6f3885e6b37a14a071de3803045d,consciousness-grace-source-term,determines the effective cosmological function. The modified Friedmann equation becomes: $$H^2 = \frac{8\pi G}{3}\rho_{\text{matter}} + \frac{1}{3}\le,,,,,,,,,,,True
EQ-182,display_math,H^2 = \frac{1}{1 - \xi\chi^2/3}\left[\frac{8\pi G}{3}\rho_{\text{matter}} + \frac{1}{3}\left(\frac{1}{2}\dot{\chi}^2 + V(\chi)\right)\right],6236651d724a822276958ea04c56c4ea076559a5f400da3dcf04c1615bb93177,consciousness-grace-source-term,}{2}\dot{\chi}^2 + V(\chi)\right] + \frac{\xi}{3}\chi^2 H^2$$ Solving for \(H^2\): $$H^2 = \frac{1}{1 - \xi\chi^2/3}\left[\frac{8\pi G}{3}\rho_{\text{,,,,,,,,,,,True
EQ-183,display_math,T_{\mu\nu}^{(\text{total})} = T_{\mu\nu}^{(\text{matter})} + T_{\mu\nu}^{(\chi)} + T_{\mu\nu}^{(\xi)} + T_{\mu\nu}^{(\text{source})},32cea1894362b8f02a4da7b75fb8bd2ac4572ac0161c6c5691da2daa24faf52c,consciousness-grace-source-term,source term modifies this. The total stress-energy now includes the source contribution: $$T_{\mu\nu}^{(\text{total})} = T_{\mu\nu}^{(\text{matter})},,,,,,,,,,,True
EQ-184,display_math,T_{\mu\nu}^{(\text{source})} = J_{\text{grace}} \cdot \partial_\mu\chi \cdot u_\nu + J_{\text{grace}} \cdot \partial_\nu\chi \cdot u_\mu - g_{\mu\nu} J_{\text{grace}} \cdot \dot{\chi},bd539039ea8717db56d6eca27e6adb529310ae52c4e6b3ac515a59fc7f0a77b2,consciousness-grace-source-term,mu\nu}^{(\xi)} + T_{\mu\nu}^{(\text{source})}$$ where the source stress-energy is: $$T_{\mu\nu}^{(\text{source})} = J_{\text{grace}} \cdot \partial_\m,,,,,,,,,,,True
EQ-185,display_math,\nabla^\mu T_{\mu\nu}^{(\text{matter})} + \nabla^\mu T_{\mu\nu}^{(\chi)} + \nabla^\mu T_{\mu\nu}^{(\xi)} = -\nabla^\mu T_{\mu\nu}^{(\text{source})},8ad94d98ebda47fef173a3544ad8d287a6a469581b08ccb1a392029f2773daf9,consciousness-grace-source-term,rame &mdash; the frame in which the CMB is isotropic.) The conservation equation becomes: $$\nabla^\mu T_{\mu\nu}^{(\text{matter})} + \nabla^\mu T_{\m,,,,,,,,,,,True
EQ-186,display_math,\nabla^\mu T_{\mu\nu}^{(\text{physical})} + \nabla^\mu T_{\mu\nu}^{(\text{reservoir})} = 0,693b04ea1842e73cf115c81e4a1ab663c0a443ca1a332b9e441944d752666431,consciousness-grace-source-term,matter + &chi; + geometry) exchanges energy-momentum with the external reservoir. Total conservation holds for the extended system (physical + reservo,,,,,,,,,,,True
EQ-187,display_math,s^\mu = s \cdot u^\mu + \frac{q^\mu}{T},88f115a6394bb7d2ab055fe4bf627ca090dc48ecff9e1e57e73e950cbfbbae3d,consciousness-grace-source-term,"py Production and the Second Law For the physical subsystem, define the entropy current: $$s^\mu = s \cdot u^\mu + \frac{q^\mu}{T}$$ where s is entrop",,,,,,,,,,,True
EQ-188,display_math,\nabla_\mu s^\mu = \sigma_{\text{internal}} + \sigma_{\text{source}},17fd976378cc2601847699e06de797f11923366eb85dc1ab4d63f9e3cc6c5849,consciousness-grace-source-term,"where s is entropy density, \(q^\mu\) is heat flux, T is temperature. The entropy production rate: $$\nabla_\mu s^\mu = \sigma_{\text{internal}} + \si",,,,,,,,,,,True
EQ-189,display_math,\sigma_{\text{source}} = -\frac{J_{\text{grace}} \cdot \dot{\chi}}{T_{\chi}},ccba85b17a5fb4c13de515558058da9c4d684be27876d48f681119a2071d2e4b,consciousness-grace-source-term,"t-gray-300 leading-relaxed mb-4"">The internal production \(\sigma_{\text{internal}} \geq 0\) (Second Law for closed systems). The source contribution:",,,,,,,,,,,True
EQ-190,display_math,\frac{dS_{\text{total}}}{dt} = \frac{dS_{\text{physical}}}{dt} + \frac{dS_{\text{reservoir}}}{dt} \geq 0,aaa919a98261380e47f1b44d149b4660a8f2ad64e7363bef2201085573dead34,consciousness-grace-source-term,"al-400"">This is Grace. The total entropy (physical + reservoir) still satisfies: $$\frac{dS_{\text{total}}}{dt} = \frac{dS_{\text{physical}}}{dt} + \f",,,,,,,,,,,True
EQ-191,display_math,3H\dot{\chi} + m_\chi^2\chi + \lambda\chi^3 - 6\xi\kappa_0\chi(\dot{H} + 2H^2) = \frac{\beta_G \Phi}{S + \varepsilon}(\chi_{\text{max}} - \chi),6938fb123f16430e64ca30706606f2532c2cd4e387069162c82d7f5406782a08,consciousness-grace-source-term,"se mb-4"">5.1 &mdash; Fixed Points The driven equation in the FRW background (slow-roll): $$3H\dot{\chi} + m_\chi^2\chi + \lambda\chi^3 - 6\xi\kappa_0\",,,,,,,,,,,True
EQ-192,display_math,V'_{\text{eff}}(\chi^*) = J_{\text{grace}}(\chi^*),1138e71a269bbe889a7556c22fe2d23aa512ab5c611202e6cfc6e1b864a5926b,consciousness-grace-source-term,\chi_{\text{max}} - \chi)$$ Setting \(\dot{\chi} = 0\) for the fixed point &chi;*: $$V'_{\text{eff}}(\chi^*) = J_{\text{grace}}(\chi^*)$$ This is a ba,,,,,,,,,,,True
EQ-193,display_math,3H\dot{\delta\chi} + \left[V''(\chi^*) + \frac{\beta_G \Phi}{S + \varepsilon}\right]\delta\chi = 0,9be384d05c9d5b359ac72255a37ec14d22fd141b33aac71232619a74ef8a5d93,consciousness-grace-source-term,dash; Linear Stability Around the Fixed Point Perturbing \(\chi = \chi^* + \delta\chi\): $$3H\dot{\delta\chi} + \left[V''(\chi^*) + \frac{\beta_G \Phi,,,,,,,,,,,True
EQ-194,display_math,m_{\text{eff}}^2 = V''(\chi^*) + \frac{\beta_G \Phi}{S + \varepsilon},91325d3bb1febc134e6c5bc4464edd832c96f8a1a84ef6f3a642f87125793937,consciousness-grace-source-term,\varepsilon}\right]\delta\chi = 0$$ The effective mass squared for perturbations: $$m_{\text{eff}}^2 = V''(\chi^*) + \frac{\beta_G \Phi}{S + \varepsil,,,,,,,,,,,True
EQ-195,display_math,"\frac{dE}{dt} = -\alpha D(t) + \beta C(\Psi, \chi)",f91f05349de73f6e2f1983d77a7e64ef147d277874ceae035dea977fedd051e9,consciousness-grace-source-term,"quation The Moral Conservation Equation (Papers 9-10, reserved): $$\frac{dE}{dt} = -\alpha D(t) + \beta C(\Psi, \chi)$$ where \(D(t)\) represents mora",,,,,,,,,,,True
EQ-196,inline_math,"','\",00b3a3b85a377f9720088fb45895e5524827c0c0e2ab70c17d228365cedbea24,consciousness-grace-source-term,"rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css""/> MathJax = { tex: { inlineMath: [['\\(','\\)']], di",,,,,,,,,,,True
EQ-197,inline_math,J_{\text{grace}},fb316f7138ffd07a17a4be86e438626ea5ab5e2452975a8baddb898cfacd490e,consciousness-grace-source-term,force that enters the physical domain from outside the closed system. This paper bridges the gap by introducing a covariant source term \(J_{\text{gra,,,,,,,,,,,True
EQ-198,inline_math,"\mathcal{G}(t, \Psi_{\text{collective}})",e5293989d9b8958834e1df80b67cd5a00f723800255498defe31c278f2d1b93a,consciousness-grace-source-term,"nditions preventing runaway solutions, and show that it reduces exactly to the LLC equation in the cosmological limit and to Paper 7's Grace Function",,,,,,,,,,,True
EQ-199,inline_math,J_{\text{grace}}(x),ba324f0014e7674b53cd5c1accfbcbf21414ec6e201fe6f19f80251183640e84,consciousness-grace-source-term,,,,,,,,,,,,True
EQ-200,inline_math,\|J_{\text{grace}}\| \leq J_{\max},eaa72c3f6a17abe7e20c0bd23a187f915c56b782675c9e57b18d4c8bf8b781e5,consciousness-grace-source-term,runaway solutions. Physically: Grace is infinite in supply (God's reservoir) but finite in delivery rate (the channel has bandwidth). Mathematically:,,,,,,,,,,,True
EQ-201,inline_math,J_{\max},14bf0ef2fd423cf05ebd5997969b4bb666a9274a494d2bd50118f4ae9648027d,consciousness-grace-source-term,ply (God's reservoir) but finite in delivery rate (the channel has bandwidth). Mathematically: \(\|J_{\text{grace}}\| \leq J_{\max}\) for some finite,,,,,,,,,,,True
EQ-202,inline_math,J_{\text{grace}} = \beta_G \cdot \Phi / (S + \varepsilon) \cdot f_{\text{reg}},9fe47effe4b4b89c60629efc84a50256f08c9921b38401f6a35eea901458cca9,consciousness-grace-source-term,s; relationship &times; faith) So the minimal single-component source \(J_{\text{grace}} = \beta_G \cdot \Phi / (S + \varepsilon) \cdot f_{\text{reg}},,,,,,,,,,,True
EQ-203,inline_math,H = \dot{a}/a,28ba71cd6de876448f8bf0c44a140444ba5f2979498df2ea72d3b361f86d5dd6,consciousness-grace-source-term,"ass=""eq-box""> $$\Box\chi = -\ddot{\chi} - 3H\dot{\chi}$$ where \(H = \dot{a}/a\) is the Hubble parameter. The Ricci scalar is \(R = 6(\dot{H} + 2H^2)\",,,,,,,,,,,True
EQ-204,inline_math,R = 6(\dot{H} + 2H^2),09ad82094d566543c3aa9d3194ff55173e1b49347222fda325f1ce937dde2333,consciousness-grace-source-term,where \(H = \dot{a}/a\) is the Hubble parameter. The Ricci scalar is \(R = 6(\dot{H} + 2H^2)\). The field equation becomes: $$\ddot{\chi} + 3H\dot{\ch,,,,,,,,,,,True
EQ-205,inline_math,|\ddot{\chi}| \ll 3H|\dot{\chi}|,f2f19c999321684f5eed0a95a9ded76ffe0fb6d00a14f3cebb383b02fa2a8bcd,consciousness-grace-source-term,"chi(\dot{H} + 2H^2) = J_{\text{grace}}(t)$$ In the slow-roll regime (\(|\ddot{\chi}| \ll 3H|\dot{\chi}|\)), this reduces to: $$3H\dot{\chi} + V'_{\tex",,,,,,,,,,,True
EQ-206,inline_math,-V'_{\text{eff}}/(3H) = -\alpha \cdot S(t),5c5134464c804b13e2a818caf8a605864c57f5de273ce6006dc2ae89c5cfe49b,consciousness-grace-source-term,"leading-relaxed mb-3"">Now identify: The potential gradient term: \(-V'_{\text{eff}}/(3H) = -\alpha \cdot S(t)\), where &alpha; encodes the entropy-gen",,,,,,,,,,,True
EQ-207,inline_math,J_{\text{grace}}/(3H) = \beta \cdot \sum_i \mathcal{F}_i,542fbd8d91ec863fca0f3a2f722e895c25e51684abe63c04144c71dc07eb1c8b,consciousness-grace-source-term,potential (\(V'\) drives &chi; toward minimum &rarr; maximum entropy configuration) The source term: \(J_{\text{grace}}/(3H) = \beta \cdot \sum_i \mat,,,,,,,,,,,True
EQ-208,inline_math,\mathcal{F}_i,c4b9fd6ea03f01c7121ad9dbd60793b3e377d069cd81152fa5a8ae2f3fdcf0e8,consciousness-grace-source-term,"y configuration) The source term: \(J_{\text{grace}}/(3H) = \beta \cdot \sum_i \mathcal{F}_i\), where \(\mathcal{F}_i\) are the coherence sources <p c",,,,,,,,,,,True
EQ-209,inline_math,\Psi_{\text{collective}},06b08e7a39e0a7a60be0daa456b34f99a643ce72d839e28cd3a54279a30663e2,consciousness-grace-source-term,\Lambda_{\text{eff}}[\chi(t; J_{\text{grace}})]$$ The dependence on \(\Psi_{\text{collective}}\) enters through \(J_{\text{grace}}\) itself: since \(J,,,,,,,,,,,True
EQ-210,inline_math,J_{\text{grace}} \propto \Phi(x)/(S + \varepsilon),bdf155ff3e32b3a4b3c04b14ebfb7bdccfb14261a1e456c1245c5f66b89cb79f,consciousness-grace-source-term,"nt-serif text-lg text-gray-300 leading-relaxed mb-4"">The dependence on \(\Psi_{\text{collective}}\) enters through \(J_{\text{grace}}\) itself: since",,,,,,,,,,,True
EQ-211,inline_math,(1 - \xi\chi^2/3)^{-1},3a90bdf9d36609f660245ea0f97d87744a96528efa314c2b77da838e021d94a5,consciousness-grace-source-term,3}\left(\frac{1}{2}\dot{\chi}^2 + V(\chi)\right)\right]$$ The factor \((1 - \xi\chi^2/3)^{-1}\) produces a Grace Drag effect: as &chi; increases (more,,,,,,,,,,,True
EQ-212,inline_math,\nabla^\mu G_{\mu\nu} = 0,2ff29f06c967bfbb9441a2860ba0f6395e7e1126b86829db52bd85d06629d990,consciousness-grace-source-term,"ystems The conservative part of the action satisfies the Bianchi identity: \(\nabla^\mu G_{\mu\nu} = 0\), which guarantees \(\nabla^\mu T^{(\text{tota",,,,,,,,,,,True
EQ-213,inline_math,\nabla^\mu T^{(\text{total})}_{\mu\nu} = 0,4cc98e3b6ea193827788d14ada86b83ac80832f8e4333f63fd7dfcd08bbf719d,consciousness-grace-source-term,"xt-gray-300 leading-relaxed mb-4"">The conservative part of the action satisfies the Bianchi identity: \(\nabla^\mu G_{\mu\nu} = 0\), which guarantees",,,,,,,,,,,True
EQ-214,inline_math,u^\mu,4ce87638a4025ff5f89c4d097f75fea0c7d4d73b51c60772ff769958903032d6,consciousness-grace-source-term,i \cdot u_\mu - g_{\mu\nu} J_{\text{grace}} \cdot \dot{\chi}$$ (Here \(u^\mu\) is the 4-velocity of the preferred frame defined by the cosmic rest fra,,,,,,,,,,,True
EQ-215,inline_math,q^\mu,aa68e61560cebf7bc3c103dc8157afdfb79d2488d9782186990cc7f9e022c567,consciousness-grace-source-term,"^\mu = s \cdot u^\mu + \frac{q^\mu}{T}$$ where s is entropy density, \(q^\mu\) is heat flux, T is temperature. The entropy production rate: $$\nabla_\",,,,,,,,,,,True
EQ-216,inline_math,\sigma_{\text{internal}} \geq 0,03c563effaf4198338a19e01245f167a829a28e2406bb5c0c1bf465856d5f574,consciousness-grace-source-term,{\text{internal}} + \sigma_{\text{source}}$$ The internal production \(\sigma_{\text{internal}} \geq 0\) (Second Law for closed systems). The source c,,,,,,,,,,,True
EQ-217,inline_math,J_{\text{grace}} > 0,05d2b8571c6ee7dc411184c9f839190776ac39bfde76333ecdb63b02783017f0,consciousness-grace-source-term,ource}} = -\frac{J_{\text{grace}} \cdot \dot{\chi}}{T_{\chi}}$$ When \(J_{\text{grace}} > 0\) (positive injection) and \(\dot{\chi} > 0\) (&chi; growi,,,,,,,,,,,True
EQ-218,inline_math,\dot{\chi} > 0,0e0f5d5e35c546f5ecc8479683df7056080a2818baaf3e5e950d59402a060913,consciousness-grace-source-term,"}{T_{\chi}}$$ When \(J_{\text{grace}} > 0\) (positive injection) and \(\dot{\chi} > 0\) (&chi; growing in response to the source), the source term is",,,,,,,,,,,True
EQ-219,inline_math,\sigma_{\text{source}} < 0,039d69e86ed368c13b21a90469cf3dfdd73008b304489667c2f9676f2788e235,consciousness-grace-source-term,"tive injection) and \(\dot{\chi} > 0\) (&chi; growing in response to the source), the source term is negative: \(\sigma_{\text{source}} <p class=""font",,,,,,,,,,,True
EQ-220,inline_math,|\sigma_{\text{source}}| > \sigma_{\text{internal}},3c304147ec10cb6dbbc3f69b0cd60ad4ebfe245c1948c313746835a8e13e05ef,consciousness-grace-source-term,"\). The external source reduces the subsystem's entropy production rate. If \(|\sigma_{\text{source}}| > \sigma_{\text{internal}}\), then \(\nabla_\mu",,,,,,,,,,,True
EQ-221,inline_math,\nabla_\mu s^\mu < 0,621a2b139e0a8aec8bc3a133a7ed3bf9b558e05c84427704f9cd9cbf39678101,consciousness-grace-source-term,"tion rate. If \(|\sigma_{\text{source}}| > \sigma_{\text{internal}}\), then \(\nabla_\mu s^\mu decreases. This is Grace. <p class=""font-se",,,,,,,,,,,True
EQ-222,inline_math,\Box\chi + V'(\chi) = 0,462453ba48d021dbeed99e2ebaf47584a31d36a4a285b9b9fd0747f1dde005c5,consciousness-grace-source-term,4.3 &mdash; Time-Reversal Symmetry Breaking The homogeneous field equation \(\Box\chi + V'(\chi) = 0\) is time-reversible. The driven equation \(\Box\,,,,,,,,,,,True
EQ-223,inline_math,\Box\chi + V'(\chi) = J_{\text{grace}},352628e411171bbaa64f9af8c035c363f9746089e13d100a03240cfc1428dcf0,consciousness-grace-source-term,"-serif text-lg text-gray-300 leading-relaxed mb-4"">The homogeneous field equation \(\Box\chi + V'(\chi) = 0\) is time-reversible. The driven equation",,,,,,,,,,,True
EQ-224,inline_math,t \to -t,6ee0352ac151f3697c2ca5b2f5e1230cd449227b2bfd31303ba2ae47aad4522d,consciousness-grace-source-term,"ven equation \(\Box\chi + V'(\chi) = J_{\text{grace}}\) is NOT, because \(J_{\text{grace}}\) has a definite sign (positive injection). Time-reversing",,,,,,,,,,,True
EQ-225,inline_math,J_{\text{grace}} \to J_{\text{grace}},9da4e6d4087a9c708a840124ed7dd8a85716fae66f661c5915c9d7f509176d3b,consciousness-grace-source-term,"x\chi + V'(\chi) = J_{\text{grace}}\) is NOT, because \(J_{\text{grace}}\) has a definite sign (positive injection). Time-reversing \(t \to -t\) maps",,,,,,,,,,,True
EQ-226,inline_math,\dot{\chi} \to -\dot{\chi},aa1a043bb04f17ae17cf60b5c529aa1899dc134ff37644808d82e5ca3c7454c0,consciousness-grace-source-term,"as a definite sign (positive injection). Time-reversing \(t \to -t\) maps \(J_{\text{grace}} \to J_{\text{grace}}\) (the source doesn't reverse), but",,,,,,,,,,,True
EQ-227,inline_math,\chi(t) \neq \chi(-t),7d83295d1cbd39af9790d86c28006a4421bcf8379bd71b098dd6ffa8594baad7,consciousness-grace-source-term,"-reversing \(t \to -t\) maps \(J_{\text{grace}} \to J_{\text{grace}}\) (the source doesn't reverse), but \(\dot{\chi} \to -\dot{\chi}\). The solution",,,,,,,,,,,True
EQ-228,inline_math,V'(\chi),69a8c4d1b81c6833f45a6421048f1c171e17a8e4f4a07a8aa6a231c657d06243,consciousness-grace-source-term,"p class=""font-display text-lg text-red-400 tracking-wider uppercase mb-2"">The Entropy Arrow \(V'(\chi)\) driving &chi; toward the potential minimum =",,,,,,,,,,,True
EQ-229,inline_math,V'_{\text{eff}},9d1ca879708fb5f82a3c2858dd2b44fa2f73dec60b9d6b3f94f76ef919789132,consciousness-grace-source-term,"ray-300 leading-relaxed"">The framework predicts that these are not metaphors but measurable physical processes governed by the relative magnitudes of",,,,,,,,,,,True
EQ-230,inline_math,\dot{\chi} = 0,39079c4f274e4fa9e2786c0570aad6fb1bfbd7ba0ca3695ed82d81a4d1121246,consciousness-grace-source-term,c{\beta_G \Phi}{S + \varepsilon}(\chi_{\text{max}} - \chi)$$ Setting \(\dot{\chi} = 0\) for the fixed point &chi;*: $$V'_{\text{eff}}(\chi^*) = J_{\te,,,,,,,,,,,True
EQ-231,inline_math,\chi = \chi^* + \delta\chi,59e62babdb3e8b8ede3c86b1be79b03d87994aff3b7faba378c71f6a0e6d7708,consciousness-grace-source-term,"mb-4 mt-12"">5.2 &mdash; Linear Stability Around the Fixed Point Perturbing \(\chi = \chi^* + \delta\chi\): $$3H\dot{\delta\chi} + \left[V''(\chi^*) +",,,,,,,,,,,True
EQ-232,inline_math,f_{\text{reg}} = \chi_{\text{max}} - \chi,0646557ec8e446b3ccfda246f1ee4c2c6f95cb91e55c3e95cbd550f256161014,consciousness-grace-source-term,"eff}}^2 = V''(\chi^*) + \frac{\beta_G \Phi}{S + \varepsilon}$$ Since \(f_{\text{reg}} = \chi_{\text{max}} - \chi\), the source contributes a positive",,,,,,,,,,,True
EQ-233,inline_math,V''(\chi^*),65cf8314ad0789866068f147cdf29c3fd4c62922740af36086c46208bba46bca,consciousness-grace-source-term,"an>The grace source stabilizes the fixed point. Without grace (&beta;G = 0), stability depends only on \(V''(\chi^*)\). With grace, the effective mass",,,,,,,,,,,True
EQ-234,inline_math,"\chi(0) \in [0, \chi_{\text{max}}]",cb3573e123d01cb61953e4a2d3040030f0de4ba00f25a5ebb7433c4172c8a0d8,consciousness-grace-source-term,"-display text-sm text-teal-400 tracking-wider uppercase mb-3"">Theorem For any initial condition \(\chi(0) \in [0, \chi_{\text{max}}]\) and any bounded",,,,,,,,,,,True
EQ-235,inline_math,f_{\text{reg}}(\chi_{\text{max}}) = 0,e5ba81b0b889ed39b7dcdf73a1d7ffcaa545446fc34aa31470dbd8469c6b6d3b,consciousness-grace-source-term,"-serif text-lg text-gray-300"">For any initial condition \(\chi(0) \in [0, \chi_{\text{max}}]\) and any bounded source \(J_{\text{grace}}\) satisfying",,,,,,,,,,,True
EQ-236,inline_math,\chi(t),cb104b089edc026045180b0de57f3c46a110954c872eca02ef8ead916a4f173a,consciousness-grace-source-term,"\(\chi(0) \in [0, \chi_{\text{max}}]\) and any bounded source \(J_{\text{grace}}\) satisfying \(f_{\text{reg}}(\chi_{\text{max}}) = 0\), the solution",,,,,,,,,,,True
EQ-237,inline_math,"\chi(t) \in [0, \chi_{\text{max}}]",de251e74e04b8f9ea8a9ebd5296d5241e45f882b20eb8f7984fee969d98d57c5,consciousness-grace-source-term,"{max}}]\) and any bounded source \(J_{\text{grace}}\) satisfying \(f_{\text{reg}}(\chi_{\text{max}}) = 0\), the solution \(\chi(t)\) remains bounded:",,,,,,,,,,,True
EQ-238,inline_math,t > 0,3bfd97bf7b0c93a4fb227fd0bc61f4a4151b5b65a7a79ec503e81df669fd0536,consciousness-grace-source-term,"ce}}\) satisfying \(f_{\text{reg}}(\chi_{\text{max}}) = 0\), the solution \(\chi(t)\) remains bounded: \(\chi(t) \in [0, \chi_{\text{max}}]\) for all",,,,,,,,,,,True
