html_path,title,destination,words,status
moral-decline\05-amish-and-case-studies\MDA-051-korea-experiment.html,The Korea Experiment | Moral Decline of America,production-vault\ripped-md\moral-decline\05-amish-and-case-studies\MDA-051-korea-experiment.md,1726,content
moral-decline\06-recovery-and-synthesis\index.html,Is There a Way Back? | Moral Decline of America,production-vault\ripped-md\moral-decline\06-recovery-and-synthesis\index.md,180,content
moral-decline\06-recovery-and-synthesis\MDA-052-individual-recovery.html,Individual Recovery | Moral Decline of America,production-vault\ripped-md\moral-decline\06-recovery-and-synthesis\MDA-052-individual-recovery.md,1338,content
moral-decline\06-recovery-and-synthesis\MDA-053-the-question.html,The Question | Moral Decline of America,production-vault\ripped-md\moral-decline\06-recovery-and-synthesis\MDA-053-the-question.md,1358,content
moral-decline\06-recovery-and-synthesis\MDA-054-way-back.html,The Way Back | Moral Decline of America,production-vault\ripped-md\moral-decline\06-recovery-and-synthesis\MDA-054-way-back.md,1105,content
moral-decline\90-appendices-and-source-packets\index.html,Appendices & Source Packets | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\index.md,251,content
moral-decline\90-appendices-and-source-packets\MDA-900-appendix-original-introduction.html,Appendix: Original Introduction | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\MDA-900-appendix-original-introduction.md,43,low_signal
moral-decline\90-appendices-and-source-packets\MDA-901-appendix-america-index.html,Appendix: America Index | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\MDA-901-appendix-america-index.md,243,content
moral-decline\90-appendices-and-source-packets\MDA-902-appendix-trans-domain-analysis.html,Appendix: Trans-Domain Analysis | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\MDA-902-appendix-trans-domain-analysis.md,54,low_signal
moral-decline\90-appendices-and-source-packets\MDA-903-appendix-series-home.html,Appendix: Series Home | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\MDA-903-appendix-series-home.md,1049,content
moral-decline\90-appendices-and-source-packets\MDA-904-appendix-sample.html,Appendix: Sample | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\MDA-904-appendix-sample.md,302,content
moral-decline\90-appendices-and-source-packets\MDA-905-appendix-timeline.html,Appendix: Timeline | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\MDA-905-appendix-timeline.md,41,low_signal
moral-decline\90-appendices-and-source-packets\MDA-906-appendix-93-year-floor.html,Appendix: The 93-Year Floor | Moral Decline of America,production-vault\ripped-md\moral-decline\90-appendices-and-source-packets\MDA-906-appendix-93-year-floor.md,2973,content
moral-decline\index.html,Moral Decline of America — Faith thru Physics,production-vault\ripped-md\moral-decline\index.md,819,content
moral-decline\mda-01-introduction.html,Introduction & FACTS Framework — The Moral Decline of America,production-vault\ripped-md\moral-decline\mda-01-introduction.md,1214,content
moral-decline\mda-02-phase-transition.html,The Anatomy of a Phase Transition — The Moral Decline of America,production-vault\ripped-md\moral-decline\mda-02-phase-transition.md,1265,content
moral-decline\mda-03-semantic-collapse.html,The Semantic Precursor — How Language Fails First | Moral Decline of America (03/10),production-vault\ripped-md\moral-decline\mda-03-semantic-collapse.md,687,content
moral-decline\mda-04-cognitive-decline.html,The Cognitive Decline — The Great SAT Score Turnover | Moral Decline of America (04/10),production-vault\ripped-md\moral-decline\mda-04-cognitive-decline.md,638,content
moral-decline\mda-05-spiritual-collapse.html,The Spiritual & Psychological Collapse | Moral Decline of America (05/10),production-vault\ripped-md\moral-decline\mda-05-spiritual-collapse.md,651,content
moral-decline\mda-06-signal-went-dark.html,The Signal Went Dark — Institutional Truth Collapse | Moral Decline of America (06/10),production-vault\ripped-md\moral-decline\mda-06-signal-went-dark.md,1243,content
moral-decline\mda-07-phantom-money.html,"Phantom Money, Phantom Morals — Economic Collapse | Moral Decline of America",production-vault\ripped-md\moral-decline\mda-07-phantom-money.md,1338,content
moral-decline\mda-08-observer-collapsed.html,The Observer Collapsed — Individual Identity Dissolution | Moral Decline of America,production-vault\ripped-md\moral-decline\mda-08-observer-collapsed.md,1330,content
moral-decline\mda-09-amish-proof.html,The Amish Proof — A Control Group for Coherence | Moral Decline of America,production-vault\ripped-md\moral-decline\mda-09-amish-proof.md,2189,content
moral-decline\mda-10-way-back.html,The Way Back — Recovery Physics | Moral Decline of America,production-vault\ripped-md\moral-decline\mda-10-way-back.md,2712,content
moral-decline\mda-america.html,The Moral Decline of America — Series Index | Theophysics Institute,production-vault\ripped-md\moral-decline\mda-america.md,263,content
moral-decline\mda-facts-paper.html,The Coherence Decay of American Society — FACTS Paper,production-vault\ripped-md\moral-decline\mda-facts-paper.md,2374,content
moral-decline\mda-of-america.html,The Moral Decline of America — A Trans-Domain Analysis,production-vault\ripped-md\moral-decline\mda-of-america.md,3830,content
moral-decline\mda-research-method.html,Research Method — The Moral Decline of America,production-vault\ripped-md\moral-decline\mda-research-method.md,984,content
moral-decline\mda-SAMPLE.html,The Moral Decline of America (1958–2025) — Sample,production-vault\ripped-md\moral-decline\mda-SAMPLE.md,188,content
moral-decline\mda-technology-entropy-moral-decline.html,"The Entropic Society — Technology, Obsolescence, and Moral Decline",production-vault\ripped-md\moral-decline\mda-technology-entropy-moral-decline.md,2157,content
moral-decline\mda-the-biaxiosum-audit.html,The Biaxiosum Audit — The Moral Decline of America,production-vault\ripped-md\moral-decline\mda-the-biaxiosum-audit.md,1115,content
moral-decline\mda-the-coherence-metric.html,The Coherence Metric — A Physics-Based Framework for Measuring Structural Integrity,production-vault\ripped-md\moral-decline\mda-the-coherence-metric.md,1606,content
moral-decline\mda-the-empirical-evidence.html,The Empirical Evidence — The Moral Decline of America,production-vault\ripped-md\moral-decline\mda-the-empirical-evidence.md,1000,content
moral-decline\mda-the-entropic-society.html,"The Entropic Society — Technology, Obsolescence, and the Devaluation of American Moral Capital",production-vault\ripped-md\moral-decline\mda-the-entropic-society.md,4334,content
moral-decline\mda-the-great-reconfiguration.html,The Great Reconfiguration — A Century of Structural Change in American Christianity,production-vault\ripped-md\moral-decline\mda-the-great-reconfiguration.md,4012,content
moral-decline\mda-the-regulatory-impulse-1900.html,The Regulatory Impulse — Moral Foundation 1900–1910,production-vault\ripped-md\moral-decline\mda-the-regulatory-impulse-1900.md,4850,content
moral-decline\mda-the-trinity-mechanism.html,The Trinity-Wave Collapse Mechanism — Theophysics,production-vault\ripped-md\moral-decline\mda-the-trinity-mechanism.md,1450,content
moral-decline\mda-timeline-american-moral-decline.html,Timeline of American Moral Decline — Historical Analysis (1900–Present),production-vault\ripped-md\moral-decline\mda-timeline-american-moral-decline.md,2090,content
moral-decline\mda-why-the-bad-is-easier.html,Why the Bad Is Easier Than the Good — The Moral Decline of America,production-vault\ripped-md\moral-decline\mda-why-the-bad-is-easier.md,767,content
moral-decline\NEWindex.html,The Moral Decline of America — Series Index,production-vault\ripped-md\moral-decline\NEWindex.md,332,content
moral-decline\stories\index.html,The Lowe Family Stories — Five Generations of American Decline,production-vault\ripped-md\moral-decline\stories\index.md,253,content
moral-decline\stories\mda-COHERENCE_CASCADE.html,The Coherence Cascade: Words Fail First,production-vault\ripped-md\moral-decline\stories\mda-COHERENCE_CASCADE.md,255,content
moral-decline\stories\mda-STATISTICAL_SYNTHESIS.html,The Moral Decay of America: Statistical Synthesis,production-vault\ripped-md\moral-decline\stories\mda-STATISTICAL_SYNTHESIS.md,1911,content
moral-decline\stories\mda-story-00-introduction.html,Introduction () -- The Moral Decline of America,production-vault\ripped-md\moral-decline\stories\mda-story-00-introduction.md,747,content
moral-decline\stories\mda-story-01-samuel-1900.html,Story 01: Samuel (1900) — The Moral Decline of America,production-vault\ripped-md\moral-decline\stories\mda-story-01-samuel-1900.md,192,content
moral-decline\stories\mda-story-02-henry-1926.html,Part II: Henry (1926) -- The Moral Decline of America,production-vault\ripped-md\moral-decline\stories\mda-story-02-henry-1926.md,3599,content
moral-decline\stories\mda-story-03-william-1950.html,Part III: William (1950) -- The Moral Decline of America,production-vault\ripped-md\moral-decline\stories\mda-story-03-william-1950.md,3601,content
moral-decline\stories\mda-story-04-thomas-1974.html,Part IV: Thomas (1974) -- The Moral Decline of America,production-vault\ripped-md\moral-decline\stories\mda-story-04-thomas-1974.md,3318,content
moral-decline\stories\mda-story-05-jacob-1998.html,Part V: Jacob (1998) -- The Moral Decline of America,production-vault\ripped-md\moral-decline\stories\mda-story-05-jacob-1998.md,2763,content
moral-decline\stories\mda-story-06-jacob-2025.html,Part VI: Jacob (2025) -- The Moral Decline of America,production-vault\ripped-md\moral-decline\stories\mda-story-06-jacob-2025.md,4257,content
mtl-admin\standalone-mtl-template.html,Standalone Series Page with MTL Layers,production-vault\ripped-md\mtl-admin\standalone-mtl-template.md,66,low_signal
one-page-stories\7q_explained.html,The 7Q Framework — Explained Through Physics,production-vault\ripped-md\one-page-stories\7q_explained.md,2290,content
one-page-stories\7q_reverse.html,The Reverse Method — Prove by Destruction,production-vault\ripped-md\one-page-stories\7q_reverse.md,1355,content
one-page-stories\character-of-adversary-from-physics.html,The Character of the Adversary — Read from Physics,production-vault\ripped-md\one-page-stories\character-of-adversary-from-physics.md,2451,content
one-page-stories\character-of-god-from-physics.html,The Character of God — Read from Physics,production-vault\ripped-md\one-page-stories\character-of-god-from-physics.md,2562,content
one-page-stories\cover.html,Genesis to Quantum — Theophysics Research,production-vault\ripped-md\one-page-stories\cover.md,741,content
one-page-stories\everybodys-got-it-wrong.html,Everybody's Got It Wrong — Theophysics,production-vault\ripped-md\one-page-stories\everybodys-got-it-wrong.md,1218,content
one-page-stories\Formalism.html,The Master Equation — A Mathematical Theory of Everything | Theophysics Research,production-vault\ripped-md\one-page-stories\Formalism.md,2045,content
one-page-stories\genesis-quantum-event.html,Genesis as Quantum Event â The Measurement That Collapsed Reality,production-vault\ripped-md\one-page-stories\genesis-quantum-event.md,6477,content
one-page-stories\god-stories.html,Part XVI — The God Stories | Theophysics,production-vault\ripped-md\one-page-stories\god-stories.md,477,content
one-page-stories\heaven-hell-attractor-states.html,Heaven and Hell as Attractor States — Theophysics,production-vault\ripped-md\one-page-stories\heaven-hell-attractor-states.md,2043,content
one-page-stories\holding-god-accountable.html,Holding God Accountable — Theophysics Research Program,production-vault\ripped-md\one-page-stories\holding-god-accountable.md,3480,content
one-page-stories\index.html,Faith Through Physics,production-vault\ripped-md\one-page-stories\index.md,13,low_signal
one-page-stories\it-from-bit-from-logos.html,IT FROM BIT FROM LOGOS — Theophysics,production-vault\ripped-md\one-page-stories\it-from-bit-from-logos.md,1605,content
one-page-stories\no-drift-law-synthesis.html,No-Drift Law Synthesis — Theophysics Master Equation,production-vault\ripped-md\one-page-stories\no-drift-law-synthesis.md,2924,content
one-page-stories\salvation-algorithm.html,The Salvation Algorithm — A Six-Step Logical Chain,production-vault\ripped-md\one-page-stories\salvation-algorithm.md,1479,content
one-page-stories\salvation-narrative-10-laws.html,The Salvation Narrative as 10-Law Phase Transition Sequence — Theophysics,production-vault\ripped-md\one-page-stories\salvation-narrative-10-laws.md,1020,content
one-page-stories\salvation-phase-transition.html,Salvation Is a Phase Transition — Theophysics,production-vault\ripped-md\one-page-stories\salvation-phase-transition.md,1785,content
one-page-stories\Templeton\lean4-corpus.html,The Lean 4 Corpus — Theophysics Research Initiative,production-vault\ripped-md\one-page-stories\Templeton\lean4-corpus.md,7127,content
one-page-stories\Templeton\templeton_briefing.html,Coherence as Cosmic Intelligence | Templeton 2026,production-vault\ripped-md\one-page-stories\Templeton\templeton_briefing.md,1824,content
one-page-stories\Templeton\Test death 1.html,The Death Test — Logos Papers,production-vault\ripped-md\one-page-stories\Templeton\Test death 1.md,610,content
one-page-stories\Templeton\The Method and the Mystery.html,The Method and the Mystery — Theophysics Front Door,production-vault\ripped-md\one-page-stories\Templeton\The Method and the Mystery.md,4776,content
one-page-stories\Templeton\The Watcher.html,The Watcher Problem — Why Reality Needs Three,production-vault\ripped-md\one-page-stories\Templeton\The Watcher.md,2248,content
one-page-stories\Templeton\the-bilateral-audit-lean4.html,The Lean 4 Evidence Layer — Bilateral Audit Amendment,production-vault\ripped-md\one-page-stories\Templeton\the-bilateral-audit-lean4.md,1862,content
one-page-stories\Templeton\the-bilateral-audit.html,The Bilateral Audit — Theophysics Research Initiative,production-vault\ripped-md\one-page-stories\Templeton\the-bilateral-audit.md,1907,content
one-page-stories\ten-laws-full-treatment.html,The Ten Laws — Full Treatment | Theophysics,production-vault\ripped-md\one-page-stories\ten-laws-full-treatment.md,4873,content
one-page-stories\The Fracture Point.html,The Fracture Point: American Political Identity and the Shift from Policy to Tribal Alignment,production-vault\ripped-md\one-page-stories\The Fracture Point.md,2489,content
one-page-stories\the-24-anti-properties.html,The 24 Anti-Properties — What the Adversary Is Made Of,production-vault\ripped-md\one-page-stories\the-24-anti-properties.md,2938,content
one-page-stories\the-prism-paper.html,The Prism — Theophysics Research,production-vault\ripped-md\one-page-stories\the-prism-paper.md,5977,content
one-page-stories\the-same-equation.html,The Same Equation — Theophysics Visual Proof,production-vault\ripped-md\one-page-stories\the-same-equation.md,2982,content
one-page-stories\The_Logos_Thesis_v3.html,The Logos Thesis — Theophysics,production-vault\ripped-md\one-page-stories\The_Logos_Thesis_v3.md,4223,content
one-page-stories\theophysics-blackboard_1.html,Theophysics Blackboard — Visual Sketch Generator,production-vault\ripped-md\one-page-stories\theophysics-blackboard_1.md,45,low_signal
one-page-stories\theophysics-the-full-explanation.html,Theophysics: The Full Explanation,production-vault\ripped-md\one-page-stories\theophysics-the-full-explanation.md,3455,content
one-page-stories\trinity-grace.html,Trinity & Grace — Theophysics,production-vault\ripped-md\one-page-stories\trinity-grace.md,781,content
one-page-stories\we-ran-the-tests.html,We Ran the Tests — Theophysics,production-vault\ripped-md\one-page-stories\we-ran-the-tests.md,2143,content
one-page-stories\why-grace-from-outside.html,Why Grace Has to Come from Outside — Theophysics,production-vault\ripped-md\one-page-stories\why-grace-from-outside.md,2454,content
podcast\index.html,"The Theophysics Podcast — Physics, Theology & the Coherence Equation",production-vault\ripped-md\podcast\index.md,317,content
proof-architecture\index.html,The Proof Architecture — Series Index,production-vault\ripped-md\proof-architecture\index.md,95,low_signal
proof-architecture\pa-00-bundle-viewer.html,Theophysics Proof Bundle Viewer,production-vault\ripped-md\proof-architecture\pa-00-bundle-viewer.md,18,low_signal
proof-architecture\pa-01-unavoidable-conclusion.html,The Unavoidable Conclusion: A Proof of God from First Principles,production-vault\ripped-md\proof-architecture\pa-01-unavoidable-conclusion.md,3196,content
proof-architecture\pa-02-foundation.html,Foundation Spine,production-vault\ripped-md\proof-architecture\pa-02-foundation.md,280,content
proof-architecture\pa-03-ontological-tree.html,The Ontological Decision Tree,production-vault\ripped-md\proof-architecture\pa-03-ontological-tree.md,2484,content
proof-architecture\pa-04-bifurcation.html,Bifurcation Chamber,production-vault\ripped-md\proof-architecture\pa-04-bifurcation.md,213,content
proof-architecture\pa-05-structural-isomorphism.html,The Structural Isomorphism — Proof by Architecture,production-vault\ripped-md\proof-architecture\pa-05-structural-isomorphism.md,2407,content
proof-architecture\pa-06-subsystems.html,Five Paired Subsystems,production-vault\ripped-md\proof-architecture\pa-06-subsystems.md,262,content
proof-architecture\pa-07-closure.html,Closure Layer,production-vault\ripped-md\proof-architecture\pa-07-closure.md,145,content
proof-architecture\pa-08-falsification.html,Falsification Court,production-vault\ripped-md\proof-architecture\pa-08-falsification.md,160,content
proof-architecture\pa-09-propagation-map.html,Substrate Propagation Map — Every Q2 Choice Through the Full Tree,production-vault\ripped-md\proof-architecture\pa-09-propagation-map.md,1600,content
proof-architecture\pa-10-evidence.html,Convergence & Evidence,production-vault\ripped-md\proof-architecture\pa-10-evidence.md,158,content
proof-architecture\pa-11-testable-predictions.html,Testable Predictions | Logos Unified Field,production-vault\ripped-md\proof-architecture\pa-11-testable-predictions.md,1198,content
proof-architecture\pa-12-proof-explorer.html,Theophysics Proof Explorer — Canonical v2,production-vault\ripped-md\proof-architecture\pa-12-proof-explorer.md,476,content
proof-architecture\pa-13-logical-framework.html,Theophysics Logical Framework v1,production-vault\ripped-md\proof-architecture\pa-13-logical-framework.md,31,low_signal
proof-explorer\index.html,Proof Explorer — Theophysics,production-vault\ripped-md\proof-explorer\index.md,1004,content
proof-explorer\mda-grades.html,MDA Grade Registry — Proof Explorer,production-vault\ripped-md\proof-explorer\mda-grades.md,113,content
proof-explorer\mda-proof-packet.html,Moral Decline of America — Series Proof Packet,production-vault\ripped-md\proof-explorer\mda-proof-packet.md,4077,content
proof-explorer\mda-scorecards\PI_MDA-001-story-introduction.html,Paper Intelligence: MDA-001-story-introduction,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-001-story-introduction.md,278,content
proof-explorer\mda-scorecards\PI_MDA-002-samuel-1900.html,Paper Intelligence: MDA-002-samuel-1900,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-002-samuel-1900.md,259,content
proof-explorer\mda-scorecards\PI_MDA-003-measuring-moral-health.html,Paper Intelligence: MDA-003-measuring-moral-health,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-003-measuring-moral-health.md,266,content
proof-explorer\mda-scorecards\PI_MDA-004-facts-framework.html,Paper Intelligence: MDA-004-facts-framework,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-004-facts-framework.md,266,content
proof-explorer\mda-scorecards\PI_MDA-005-empirical-evidence.html,Paper Intelligence: MDA-005-empirical-evidence,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-005-empirical-evidence.md,260,content
proof-explorer\mda-scorecards\PI_MDA-006-research-method.html,Paper Intelligence: MDA-006-research-method,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-006-research-method.md,269,content
proof-explorer\mda-scorecards\PI_MDA-007-nine-domains.html,Paper Intelligence: MDA-007-nine-domains,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-007-nine-domains.md,273,content
proof-explorer\mda-scorecards\PI_MDA-008-henry-1926.html,Paper Intelligence: MDA-008-henry-1926,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-008-henry-1926.md,258,content
proof-explorer\mda-scorecards\PI_MDA-009-the-1900-baseline.html,Paper Intelligence: MDA-009-the-1900-baseline,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-009-the-1900-baseline.md,258,content
proof-explorer\mda-scorecards\PI_MDA-010-pre-modern-baseline.html,Paper Intelligence: MDA-010-pre-modern-baseline,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-010-pre-modern-baseline.md,271,content
proof-explorer\mda-scorecards\PI_MDA-011-collective-security-1930.html,Paper Intelligence: MDA-011-collective-security-1930,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-011-collective-security-1930.md,253,content
proof-explorer\mda-scorecards\PI_MDA-012-william-1950.html,Paper Intelligence: MDA-012-william-1950,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-012-william-1950.md,266,content
proof-explorer\mda-scorecards\PI_MDA-013-peak-coherence-1940.html,Paper Intelligence: MDA-013-peak-coherence-1940,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-013-peak-coherence-1940.md,265,content
proof-explorer\mda-scorecards\PI_MDA-014-fissure-1950.html,Paper Intelligence: MDA-014-fissure-1950,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-014-fissure-1950.md,266,content
proof-explorer\mda-scorecards\PI_MDA-015-long-decline.html,Paper Intelligence: MDA-015-long-decline,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-015-long-decline.md,258,content
proof-explorer\mda-scorecards\PI_MDA-016-thomas-1974.html,Paper Intelligence: MDA-016-thomas-1974,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-016-thomas-1974.md,258,content
proof-explorer\mda-scorecards\PI_MDA-017-unraveling-1960.html,Paper Intelligence: MDA-017-unraveling-1960,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-017-unraveling-1960.md,249,content
proof-explorer\mda-scorecards\PI_MDA-018-great-decoupling-1968.html,Paper Intelligence: MDA-018-great-decoupling-1968,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-018-great-decoupling-1968.md,270,content
proof-explorer\mda-scorecards\PI_MDA-019-current-state-2024.html,Paper Intelligence: MDA-019-current-state-2024,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-019-current-state-2024.md,271,content
proof-explorer\mda-scorecards\PI_MDA-020-phase-transition.html,Paper Intelligence: MDA-020-phase-transition,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-020-phase-transition.md,265,content
proof-explorer\mda-scorecards\PI_MDA-021-anatomy-of-phase-transition.html,Paper Intelligence: MDA-021-anatomy-of-phase-transition,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-021-anatomy-of-phase-transition.md,268,content
proof-explorer\mda-scorecards\PI_MDA-022-cascade.html,Paper Intelligence: MDA-022-cascade,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-022-cascade.md,264,content
proof-explorer\mda-scorecards\PI_MDA-023-coherence-cascade.html,Paper Intelligence: MDA-023-coherence-cascade,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-023-coherence-cascade.md,263,content
proof-explorer\mda-scorecards\PI_MDA-024-semantic-collapse.html,Paper Intelligence: MDA-024-semantic-collapse,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-024-semantic-collapse.md,264,content
proof-explorer\mda-scorecards\PI_MDA-025-cognitive-decline.html,Paper Intelligence: MDA-025-cognitive-decline,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-025-cognitive-decline.md,263,content
proof-explorer\mda-scorecards\PI_MDA-026-spiritual-collapse.html,Paper Intelligence: MDA-026-spiritual-collapse,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-026-spiritual-collapse.md,259,content
proof-explorer\mda-scorecards\PI_MDA-027-signal-went-dark.html,Paper Intelligence: MDA-027-signal-went-dark,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-027-signal-went-dark.md,267,content
proof-explorer\mda-scorecards\PI_MDA-028-phantom-money.html,Paper Intelligence: MDA-028-phantom-money,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-028-phantom-money.md,270,content
proof-explorer\mda-scorecards\PI_MDA-029-observer-collapsed.html,Paper Intelligence: MDA-029-observer-collapsed,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-029-observer-collapsed.md,271,content
proof-explorer\mda-scorecards\PI_MDA-030-trinity-mechanism.html,Paper Intelligence: MDA-030-trinity-mechanism,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-030-trinity-mechanism.md,266,content
proof-explorer\mda-scorecards\PI_MDA-031-jacob-1998.html,Paper Intelligence: MDA-031-jacob-1998,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-031-jacob-1998.md,257,content
proof-explorer\mda-scorecards\PI_MDA-032-why-bad-is-easier.html,Paper Intelligence: MDA-032-why-bad-is-easier,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-032-why-bad-is-easier.md,273,content
proof-explorer\mda-scorecards\PI_MDA-033-entropic-society.html,Paper Intelligence: MDA-033-entropic-society,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-033-entropic-society.md,269,content
proof-explorer\mda-scorecards\PI_MDA-034-technology-entropy.html,Paper Intelligence: MDA-034-technology-entropy,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-034-technology-entropy.md,256,content
proof-explorer\mda-scorecards\PI_MDA-035-great-reconfiguration.html,Paper Intelligence: MDA-035-great-reconfiguration,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-035-great-reconfiguration.md,271,content
proof-explorer\mda-scorecards\PI_MDA-036-regulatory-impulse-1900.html,Paper Intelligence: MDA-036-regulatory-impulse-1900,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-036-regulatory-impulse-1900.md,266,content
proof-explorer\mda-scorecards\PI_MDA-037-biaxiosum-audit.html,Paper Intelligence: MDA-037-biaxiosum-audit,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-037-biaxiosum-audit.md,269,content
proof-explorer\mda-scorecards\PI_MDA-038-coherence-metric.html,Paper Intelligence: MDA-038-coherence-metric,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-038-coherence-metric.md,268,content
proof-explorer\mda-scorecards\PI_MDA-039-physics-of-coherence.html,Paper Intelligence: MDA-039-physics-of-coherence,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-039-physics-of-coherence.md,266,content
proof-explorer\mda-scorecards\PI_MDA-040-statistical-synthesis.html,Paper Intelligence: MDA-040-statistical-synthesis,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-040-statistical-synthesis.md,258,content
proof-explorer\mda-scorecards\PI_MDA-041-statistical-spine.html,Paper Intelligence: MDA-041-statistical-spine,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-041-statistical-spine.md,261,content
proof-explorer\mda-scorecards\PI_MDA-042-amish-exception-THE-CLAIM.html,Paper Intelligence: MDA-042-amish-exception-THE-CLAIM,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-042-amish-exception-THE-CLAIM.md,258,content
proof-explorer\mda-scorecards\PI_MDA-043-amish-proof-THE-PROOF.html,Paper Intelligence: MDA-043-amish-proof-THE-PROOF,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-043-amish-proof-THE-PROOF.md,259,content
proof-explorer\mda-scorecards\PI_MDA-044-amish-control-study-THE-METHOD.html,Paper Intelligence: MDA-044-amish-control-study-THE-METHOD,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-044-amish-control-study-THE-METHOD.md,271,content
proof-explorer\mda-scorecards\PI_MDA-045-amish-control-group-THE-DATA.html,Paper Intelligence: MDA-045-amish-control-group-THE-DATA,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-045-amish-control-group-THE-DATA.md,267,content
proof-explorer\mda-scorecards\PI_MDA-046-amish-demographics-THE-NUMBERS.html,Paper Intelligence: MDA-046-amish-demographics-THE-NUMBERS,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-046-amish-demographics-THE-NUMBERS.md,270,content
proof-explorer\mda-scorecards\PI_MDA-047-amish-tech-filter-THE-FILTER.html,Paper Intelligence: MDA-047-amish-tech-filter-THE-FILTER,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-047-amish-tech-filter-THE-FILTER.md,270,content
proof-explorer\mda-scorecards\PI_MDA-048-ordnung-algorithm-THE-MECHANISM.html,Paper Intelligence: MDA-048-ordnung-algorithm-THE-MECHANISM,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-048-ordnung-algorithm-THE-MECHANISM.md,255,content
proof-explorer\mda-scorecards\PI_MDA-049-coherence-factory-THE-SYNTHESIS.html,Paper Intelligence: MDA-049-coherence-factory-THE-SYNTHESIS,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-049-coherence-factory-THE-SYNTHESIS.md,270,content
proof-explorer\mda-scorecards\PI_MDA-050-jacob-2025.html,Paper Intelligence: MDA-050-jacob-2025,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-050-jacob-2025.md,258,content
proof-explorer\mda-scorecards\PI_MDA-051-korea-experiment.html,Paper Intelligence: MDA-051-korea-experiment,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-051-korea-experiment.md,272,content
